ID,Smiles,IC50 (nM),canonical_smiles,Molecular Weight,LogP,num_H_acceptors,num_H_Donors
992280,Cc1c(COc2cc(OCc3cncc(c3)C#N)c(CN3CCCC[C@H]3C(O)=O)cc2Cl)cccc1-c1ccc2oc(nc2c1)C1CCN(CC1)c1ccccc1,105.0,Cc1c(COc2cc(OCc3cncc(C#N)c3)c(CN3CCCC[C@H]3C(=O)O)cc2Cl)cccc1-c1ccc2oc(C3CCN(c4ccccc4)CC3)nc2c1,782.3409999999999,9.704399999999998,9,1
51488838,OCCNCc1ccc(cc1OCc1ccnc(c1)C#N)C(=O)N1CCc2c1cccc2-c1ccccc1,105.0,N#Cc1cc(COc2cc(C(=O)N3CCc4c(-c5ccccc5)cccc43)ccc2CNCCO)ccn1,504.59000000000015,4.484080000000004,6,2
51409740,O[C@@H]1CCN(Cc2ccc3c(Nc4cccc(c4Cl)-c4ccc5OCCOc5c4)nsc3c2)C1,106.0,O[C@@H]1CCN(Cc2ccc3c(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)nsc3c2)C1,494.0160000000003,5.698100000000004,7,2
1324667,COc1cc(NCc2cccc(c2C)-c2ccccc2)c(Cl)cc1CN[C@H](CO)C(O)=O,107.0,COc1cc(NCc2cccc(-c3ccccc3)c2C)c(Cl)cc1CN[C@H](CO)C(=O)O,454.9540000000002,4.471220000000003,5,4
996206,COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CC3(C2)CCC(=O)N3)c(CO)c1,107.0,COc1nc(-c2cccc(-c3cccc(-c4ccc(CN5CC6(CCC(=O)N6)C5)c(CO)c4)c3Cl)c2Cl)ccc1CNC[C@@H]1CCC(=O)N1,700.667,5.722900000000005,7,4
995993,COc1nc(ccc1CNC[C@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Br)-c1ccc(CNC[C@H]2CCC(=O)N2)c(OC)n1,107.0,COc1nc(-c2cccc(-c3cccc(-c4ccc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Br)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,734.0949999999998,5.6471000000000044,8,4
51402470,NS(=O)(=O)CCNCc1cnc(s1)C(=O)N1CCc2c1cccc2-c1ccc2OCCOc2c1,107.0,NS(=O)(=O)CCNCc1cnc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)s1,500.6020000000003,2.1623,8,2
995956,COc1nc(ccc1CN1CC[C@@H](C1)C(O)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CC[C@@H](C2)C(O)=O)c(OC)n1,108.0,COc1nc(-c2cccc(-c3cccc(-c4ccc(CN5CC[C@H](C(=O)O)C5)c(OC)n4)c3Cl)c2Cl)ccc1CN1CC[C@H](C(=O)O)C1,691.6120000000001,6.6146000000000065,8,2
996290,COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cc(C)c(CNC[C@@H]2CCC(=O)N2)c(OC)n1,108.0,COc1nc(-c2cccc(-c3cccc(-c4cc(C)c(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@@H]1CCC(=O)N1,703.671,5.8464200000000055,8,4
996170,COc1nc(ccc1CN1CC2(C1)CCC(=O)N2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc(OCCN2CC3(C2)CCC(=O)N3)cc1,109.0,COc1nc(-c2cccc(-c3cccc(-c4ccc(OCCN5CC6(CCC(=O)N6)C5)cc4)c3Cl)c2Cl)ccc1CN1CC2(CCC(=O)N2)C1,712.6779999999999,6.205600000000007,7,2
